address,latitude,longitude
7900 KERCHEVAL AVE DETROIT 48214,42.357644,-83.000491
20901 MOROSS RD GROSSE POINTE 48236,42.424411,-82.927154
1938 FRANKLIN ST DETROIT MI,42.334691,-83.026317
10147 W CHICAGO DETROIT 48204,42.365245,-83.15964
6821 MEDBURY ST DETROIT 48211,42.380381,-83.027118
19411 CLIFF ST DETROIT 48234,42.437929,-83.029274
2449 12 MILE RD WARREN 48092,42.505802,-83.07916
13624 STOUT ST DETROIT 48223,42.385481,-83.240626
1258 BIDDLE AVE WYANDOTTE 48192,42.220946,-83.150493
1841 MIDDLEBELT RD GARDEN CITY 48135,42.323458,-83.331502
320 W 7TH ST ROYAL OAK 48607,43.433978,-83.925006
11825 DEXTER AVE DETROIT 48206,42.380593,-83.12515
7070 E 10 MILE RD CENTER LINE 48015,42.476796,-83.03302
6550 W WARREN AVE DETROIT 48210,42.345225,-83.13483
809 TAYLOR ST ANN ARBOR 48105,42.298129,-83.735376
1600 PORTER ST DETROIT 48216,42.32752,-83.066161
24602 VAN BORN RD DEARBORN HEIGHTS 48125,42.26931,-83.275941
2309 PACKARD ST ANN ARBOR 48104,42.254444,-83.724558
14001 LINWOOD ST DETROIT 48238,42.396689,-83.124675
15400 W MCNICHOLS RD DETROIT 48235,42.416279,-83.198477
8318 CARPENTER RD YPSILANTI 48197,42.16739,-83.679322
10 PETERBORO ST DETROIT 48201,42.345343,-83.057386
2111 MULLANE STREET DETROIT 48209,42.309224,-83.129875
2800 E DAVIDSON STREET DETROIT 48212,42.349076,-83.048293
1221 E. 7 MILE RD DETROIT 48203,42.432836,-83.090942
1333 BREWERY PARK BLVD DETROIT 48207,42.343405,-83.040188
JOHN R ST & E MCNICHOLS RD DETROIT 48203,42.417828,-83.101812
13901 E JEFFERSION AVE DETROIT 48215,42.371732,-82.948241
9301 MICHIGAN AVE DETROIT 48210,42.327953,-83.153991
3501 OAKWOOD BLVD MELVINDALE 48122,42.280525,-83.182907
50 E CANFIELD ST DETROIT 48201,42.352569,-83.060804
8646 FULLERTON AVE DETROIT 48238,42.382704,-83.154625
8145 PURITAN AVE DETROIT 48238,42.409191,-83.151858
4725 W FORT ST DETROIT 48209,42.310808,-83.09326
E STATE FAIR AVE & COVENTRY DETROIT 48203,42.439555,-83.101522
8530 JOY ROAD DETROIT 48204,42.359603,-83.153804
10196 W JEFFERSON AVE RIVER ROUGE 48218,42.278162,-83.131343
903 W GRAND BLVD DETROIT 48208,42.332978,-83.097576
718 OAK ST DETROIT MI,42.204175,-83.159754
28661 MICHIGAN AVE INKSTER 48141,42.290632,-83.322958
18101 OAKWOOD BLVD DEARBORN 48214,42.290725,-83.214207
3031 W. GRAND BLVD SUITE 505 DETROIT 48202,42.370182,-83.076279
101 E ALEXANDRINE ST DETROIT 48201,42.351633,-83.05861
3737 S WAYNE RD WAYNE 48184,42.281157,-83.383123
121 GRATIOT DETROIT 48226,42.333948,-83.046826
45580 WOODWARD AVE PONTIAC 48341,42.625068,-83.283885
2835 BAGLEY ST DETROIT 48216,42.324199,-83.081279
8642 WOODWARD AVE DETROIT 48202,42.379543,-83.079208
14000 W SEVEN MILE RD DETROIT 48235,42.431235,-83.18427
"6845 WANGER ST, DETROIT DETROIT 48210",42.371762,-83.117603
1121 E MCNICHOLS RD DETROIT 48203,42.418334,-83.091656
12929 W. MCNICHOLS DETROIT 48235,42.416405,-83.172836
3350 W DAVISON DETROIT 48238,42.390299,-83.130289
4441 COLLINGWOOD ST DETROIT 48204,42.374079,-83.128889
3200 E LAFAYETTE ST DETROIT 48207,42.343015,-83.01541
11724 CASINO AVE DETROIT 48224,42.426794,-82.945646
16630 LAHSER RD DETROIT 48219,42.410518,-83.256552
18025 BROCK STREET DETROIT 48205,42.428673,-82.963528
1228 S WASHINGTON AVE DETROIT MI,42.332841,-83.050629
"3031 W GRAND BLVD, 8TH FLOOR DETROIT 48202",42.370182,-83.076279
"19750 BURT RD, ROOM 205 DETROIT 48129",42.436067,-83.24818
39 CEADARHURST PL DETROIT 48203,42.421583,-83.102647
4290 JACKSON RD ANN ARBOR 48103,42.286348,-83.815424
707 W MILWAUKEE AVE DETROIT 48202,42.366852,-83.077835
2634 WEBB ST DETROIT 48206,42.382827,-83.115921
15771 HUBBELL AVE DETROIT 48227,42.406414,-83.189706
4390 CONNER ST DETROIT 48215,42.38664,-82.969637
518 HARRIET ST YPSILANTI 48197,42.23407,-83.618822
24 FERRIS ST HIGHLAND PARK 48203,42.413263,-83.101487
12501 HAMILTON AVE HIGHLAND PARK 48203,42.394344,-83.101053
14301 BURT RD DETROIT 48223,42.391215,-83.247375
33717 WOODWARD AVE BIRMINGHAM 48009,42.537176,-83.205472
5675 LARKINS ST DETROIT 48210,42.338497,-83.136312
12800 VISGER ST DETROIT 48217,42.269465,-83.161793
1950 TRUMBULL DETROIT 48216,42.330991,-83.066163
3456 VERNOR HWY DETROIT 48216,42.324185,-83.08659
4646 JOHN R ST DETROIT 48201,42.355583,-83.058813
9330 SHOEMAKER STREET DETROIT 48213,42.389082,-83.005731
3031 W. GRAND BLVD SUITE 370,33.935396,-84.866654
3648 VERNOR HWY DETROIT 48216,42.323287,-83.088972
13928 HUBBELL AVE DETROIT 48227,42.387937,-83.188033
16520 WYOMING AVE DETROIT 48221,42.412553,-83.15982
7640 KERCHEVAL AVE DETROIT 48214,42.356876,-83.003199
3737 LAWTON ST DETROIT 48208,42.338181,-83.090004
1300 OAKMAN BLVD DETROIT 48238,42.40033,-83.12066
900 DICKERSON AVE DETROIT 48215,42.370185,-82.951153
50430 SCHOOL HOUSE RD CANTON 48187,42.307184,-83.536382
1300 W CANFIELD STREET DETROIT 48201,42.349267,-83.074536
5201 WOODWARD AVE DETROIT 48202,42.358358,-83.066792
15510 E STATE FAIR AVE DETROIT 48205,42.442199,-82.961707
2959 MARTIN LUTHER KING JR BLVD DETROIT 48208,42.335486,-83.088219
77 VICTOR ST HIGHLAND PARK 48203,42.407474,-83.09502
12048 GRAND RIVER AVE DETROIT 48204,42.376877,-83.158438
2430 S BEATRICE ST DETROIT 48217,42.269654,-83.154025
19501 BERG RD DETROIT 48219,42.435013,-83.269013
31735 MAPLEWOOD ST GARDEN CITY 48135,42.33216,-83.354194
9021 JOSEPH CAMPAU HAMTRAMCK 48212,42.391514,-83.054528
20303 KELLY RD DETROIT 48225,42.447774,-82.943765
6309 MACK AVE DETROIT 48207,42.361621,-83.02141
13651 E. MCNICHOLS DETROIT 48205,42.427109,-82.98405
3804 HAZEL HAVE LINCOLN PARK 48146,42.229013,-83.198179
1400 E 12 MILE RD MADISON HEIGHTS 48071,42.504688,-83.090439
751 E 9 MILE RD FERNDALE 48220,42.461021,-83.123658
882 OAKMAN BLVD DETROIT 48238,42.402965,-83.114158
6421 FRENCH RD DETROIT MI,42.394979,-82.997854
18301 JOHN R ST HIGHLAND PARK 48203,42.426292,-83.10234
101 BURTON ST FLINT 48503,43.026724,-83.68373
